plot,year,crop_sequence,operational_costs_dollars,material_input_costs_dollars,crop_1_name,crop_2_name,crop_3_name,crop_1_yield,crop_2_yield,crop_3_yield,plot_revenue_dollars,plot_gross_margin_dollars
STREATHAM_S2.4_P4123_R3,2024,2,240,836.633,Lentil,,,,,,1832.66129,756.0282902
STREATHAM_S12_P0000_R5,2023,1,296,1399.8676,Lentil,,,,,,1507.84,-188.0276
STREATHAM_S2.2_P3412_R1,2023,1,296,1399.8676,Lentil,,,,,,1872.32,176.4524
STREATHAM_S2.2_P3412_R1,2024,2,259.5,1105.459312,Lentil,,,,,,974.1863075,-390.7730044
STREATHAM_S6.2_P2312_R2,2023,1,307,1275.4,Lentil,,,,,,3634.4,2052
STREATHAM_S6.2_P2312_R2,2024,2,215.5,889.1400598,Lentil,,,,,,872.7272726,-231.9127871
STREATHAM_S2.1_P1234_R3,2023,1,292.5,1266.35,Lentil,,,,,,1317.6,-241.25
STREATHAM_S2.1_P1234_R3,2024,2,248.5,825.0279638,Lentil,,,,,,2688.396058,1614.868094
STREATHAM_S7_P4123_R1,2023,1,296,1399.8676,Lentil,,,,,,1799.04,103.1724
STREATHAM_S7_P4123_R1,2024,2,185,611,Lentil,,,,,,0,-796
STREATHAM_S2.3_P3412_R1,2023,1,296,1414.8676,Lentil,,,,,,1244.48,-466.3876
STREATHAM_S2.3_P3412_R1,2024,2,259.5,1015.904979,Lentil,,,,,,518.0695846,-757.335394
STREATHAM_S10_P1212_R1,2023,1,276.5,1123.95,Lentil,,,,,,3870.24,2469.79
STREATHAM_S10_P1212_R1,2024,2,193.5,822.5826975,Lentil,,,,,,327.7216611,-688.3610363
STREATHAM_S3_P3412_R2,2023,1,307,1275.4,Lentil,,,,,,3993.44,2411.04
STREATHAM_S3_P3412_R2,2024,2,215.5,859.9486975,Lentil,,,,,,1109.76431,34.3156123
STREATHAM_S2.2_P3412_R3,2023,1,296,1399.8676,Lentil,,,,,,1544,-151.8676
STREATHAM_S2.2_P3412_R3,2024,2,259.5,1105.459312,Lentil,,,,,,830.6451613,-534.3141507
STREATHAM_S2.4_P2341_R3,2023,1,307,1315.4,Lentil,,,,,,3941.52,2319.12
STREATHAM_S2.4_P2341_R3,2024,2,259.5,1141.533834,Lentil,,,,,,991.9354838,-409.0983499
STREATHAM_S2.2_P2341_R1,2023,1,307,1275.4,Lentil,,,,,,3480.4,1898
STREATHAM_S2.2_P2341_R1,2024,2,259.5,1111.250761,Lentil,,,,,,571.9416387,-798.8091225
STREATHAM_S9.2_P1212_R2,2023,1,276.5,1123.95,Lentil,,,,,,3777.84,2377.39
STREATHAM_S9.2_P1212_R2,2024,2,215.5,877.9735091,Lentil,,,,,,862.8507296,-230.6227795
STREATHAM_S11_P0000_R9,2023,1,292.5,1225.4225,Lentil,,,,,,1541.98,24.0575
STREATHAM_S1.1_P1212_R3,2023,1,307,1225.4,Lentil,,,,,,3207.6,1675.2
STREATHAM_S1.1_P1212_R3,2024,2,248.5,1075.087013,Lentil,,,,,,1023.297491,-300.2895222
STREATHAM_S10_P1212_R2,2023,1,276.5,1123.95,Lentil,,,,,,3977.6,2577.15
STREATHAM_S10_P1212_R2,2024,2,193.5,822.5826975,Lentil,,,,,,398.6531987,-617.4294987
STREATHAM_S6.1_P2312_R2,2023,1,307,1275.4,Lentil,,,,,,3667.84,2085.44
STREATHAM_S6.1_P2312_R2,2024,2,215.5,926.8369873,Lentil,,,,,,818.8552189,-323.4817684
STREATHAM_S6.1_P2312_R1,2023,1,307,1275.4,Lentil,,,,,,3806.88,2224.48
STREATHAM_S6.1_P2312_R1,2024,2,215.5,926.8369873,Lentil,,,,,,647.3625139,-494.9744734
STREATHAM_S1.1_P2121_R1,2023,1,296,1352.3676,Lentil,,,,,,1901.76,253.3924
STREATHAM_S1.1_P2121_R1,2024,2,248.5,852.0550362,Lentil,,,,,,2829.629629,1729.074593
STREATHAM_S12_P0000_R4,2023,1,296,1399.8676,Lentil,,,,,,1774.08,78.2124
STREATHAM_S5_P3123_R3,2023,1,285,1354.47,Lentil,,,,,,1675.91,36.44
STREATHAM_S5_P3123_R3,2024,2,215.5,810.964654,Lentil,,,,,,2769.713262,1743.248608
STREATHAM_S11_P0000_R1,2023,1,292.5,1225.4225,Lentil,,,,,,1513.5,-4.4225
STREATHAM_S5_P3123_R2,2023,1,285,1354.47,Lentil,,,,,,1791.62,152.15
STREATHAM_S5_P3123_R2,2024,2,215.5,810.964654,Lentil,,,,,,2451.851852,1425.387198
STREATHAM_S11_P0000_R3,2023,1,292.5,1225.4225,Lentil,,,,,,1479.58,-38.3425
STREATHAM_S8_P1231_R2,2023,1,248.5,994.926,Lentil,,,,,,0,-1243.426
STREATHAM_S8_P1231_R2,2024,2,215.5,767.2763931,Lentil,,,,,,2291.358025,1308.581631
STREATHAM_S3_P4123_R2,2023,1,296,1399.8676,Lentil,,,,,,1967.68,271.8124
STREATHAM_S3_P4123_R2,2024,2,240,836.633,Lentil,,,,,,1818.181818,741.5488182
STREATHAM_S3_P3412_R1,2023,1,307,1275.4,Lentil,,,,,,3768.16,2185.76
STREATHAM_S3_P3412_R1,2024,2,215.5,859.9486975,Lentil,,,,,,843.9955107,-231.4531867
STREATHAM_S7_P2341_R2,2023,1,226.5,961.9,Lentil,,,,,,0,-1188.4
STREATHAM_S7_P2341_R2,2024,2,215.5,815.4328279,Lentil,,,,,,1565.432099,534.4992707
STREATHAM_S7_P1234_R2,2023,1,226.5,961.9,Lentil,,,,,,0,-1188.4
STREATHAM_S7_P1234_R2,2024,2,185,611,Lentil,,,,,,0,-796
STREATHAM_S3_P2341_R2,2023,1,296,1399.8676,Lentil,,,,,,1699.52,3.6524
STREATHAM_S3_P2341_R2,2024,2,215.5,798.0360163,Lentil,,,,,,2945.679012,1932.142996
STREATHAM_S9.3_P1212_R1,2023,1,276.5,1173.95,Lentil,,,,,,4231.92,2781.47
STREATHAM_S9.3_P1212_R1,2024,2,215.5,909.8117699,Lentil,,,,,,798.204265,-327.107505
STREATHAM_S12_P0000_R8,2023,1,296,1399.8676,Lentil,,,,,,1708.8,12.9324
STREATHAM_S2.3_P4123_R2,2023,1,296,1414.8676,Lentil,,,,,,1588.8,-122.0676
STREATHAM_S2.3_P4123_R2,2024,2,273,932.066,Lentil,,,,,,1533.333333,328.2673334
STREATHAM_S4_P3123_R3,2023,1,296,1399.8676,Lentil,,,,,,1740.16,44.2924
STREATHAM_S4_P3123_R3,2024,2,196,635,Lentil,,,,,,0,-831
STREATHAM_S9.2_P1212_R1,2023,1,276.5,1123.95,Lentil,,,,,,0,-1400.45
STREATHAM_S9.2_P1212_R1,2024,2,215.5,877.9735091,Lentil,,,,,,773.9618406,-319.5116684
STREATHAM_S12_P0000_R3,2023,1,296,1399.8676,Lentil,,,,,,1324.16,-371.7076
STREATHAM_S5_P3123_R1,2023,1,285,1354.47,Lentil,,,,,,1995.49,356.02
STREATHAM_S5_P3123_R1,2024,2,215.5,810.964654,Lentil,,,,,,2738.271605,1711.806951
STREATHAM_S2.4_P3412_R3,2023,1,296,1442.3676,Lentil,,,,,,1845.44,107.0724
STREATHAM_S2.4_P3412_R3,2024,2,259.5,1111.908935,Lentil,,,,,,1133.512545,-237.8963902
STREATHAM_S10_P1212_R3,2023,1,276.5,1123.95,Lentil,,,,,,4009.28,2608.83
STREATHAM_S10_P1212_R3,2024,2,193.5,822.5826975,Lentil,,,,,,360.2150538,-655.8676437
STREATHAM_S3_P1234_R1,2023,1,292.5,1266.35,Lentil,,,,,,1189.08,-369.77
STREATHAM_S3_P1234_R1,2024,2,215.5,867.2489583,Lentil,,,,,,939.1694726,-143.5794857
STREATHAM_S4_P1231_R2,2023,1,248.5,994.926,Lentil,,,,,,0,-1243.426
STREATHAM_S4_P1231_R2,2024,2,215.5,805.4104511,Lentil,,,,,,2560.493827,1539.583376
STREATHAM_S5_P2312_R2,2023,1,296,1399.8676,Lentil,,,,,,1741.44,45.5724
STREATHAM_S5_P2312_R2,2024,2,237.5,911.8072772,Lentil,,,,,,1388.973064,239.6657869
STREATHAM_S2.2_P2341_R3,2023,1,307,1275.4,Lentil,,,,,,3825.36,2242.96
STREATHAM_S2.2_P2341_R3,2024,2,259.5,1111.250761,Lentil,,,,,,883.512545,-487.2382163
STREATHAM_S6.2_P3123_R3,2023,1,296,1399.8676,Lentil,,,,,,1429.44,-266.4276
STREATHAM_S6.2_P3123_R3,2024,2,218,646.475,Lentil,,,,,,0,-864.475
STREATHAM_S2.1_P2341_R2,2023,1,307,1225.4,Lentil,,,,,,3644.96,2112.56
STREATHAM_S2.1_P2341_R2,2024,2,259.5,1077.079767,Lentil,,,,,,966.1054995,-370.4742671
STREATHAM_S11_P0000_R6,2023,1,292.5,1225.4225,Lentil,,,,,,1468.7,-49.2225
STREATHAM_S2.3_P2341_R3,2023,1,279,1185.4,Lentil,,,,,,3381.84,1917.44
STREATHAM_S2.3_P2341_R3,2024,2,248.5,1078.392776,Lentil,,,,,,945.3405018,-381.552274
STREATHAM_S8_P2312_R1,2023,1,307,1275.4,Lentil,,,,,,3539.36,1956.96
STREATHAM_S8_P2312_R1,2024,2,215.5,889.8746395,Lentil,,,,,,697.6430976,-407.7315419
STREATHAM_S6.1_P1231_R2,2023,1,226.5,961.9,Lentil,,,,,,0,-1188.4
STREATHAM_S6.1_P1231_R2,2024,2,226.5,925.4431178,Lentil,,,,,,2177.777778,1025.83466
STREATHAM_S1.1_P1212_R2,2023,1,307,1225.4,Lentil,,,,,,3509.44,1977.04
STREATHAM_S1.1_P1212_R2,2024,2,248.5,1075.087013,Lentil,,,,,,943.6588102,-379.9282028
STREATHAM_S11_P0000_R8,2023,1,292.5,1225.4225,Lentil,,,,,,1500.06,-17.8625
STREATHAM_S9.1_P2121_R2,2023,1,296,1399.8676,Lentil,,,,,,1460.48,-235.3876
STREATHAM_S9.1_P2121_R2,2024,2,207,654.1,Lentil,,,,,,1954.370371,1093.270371
STREATHAM_S1.2_P2121_R1,2023,1,296,1399.8676,Lentil,,,,,,1935.04,239.1724
STREATHAM_S1.2_P2121_R1,2024,2,240,736.39,Lentil,,,,,,3079.012346,2102.622346
STREATHAM_S6.2_P1231_R2,2023,1,226.5,961.9,Lentil,,,,,,0,-1188.4
STREATHAM_S6.2_P1231_R2,2024,2,226.5,958.3714366,Lentil,,,,,,1656.790123,471.9186865
STREATHAM_S2.4_P3412_R2,2023,1,296,1442.3676,Lentil,,,,,,1547.84,-190.5276
STREATHAM_S2.4_P3412_R2,2024,2,259.5,1111.908935,Lentil,,,,,,965.207632,-406.2013031
STREATHAM_S2.2_P4123_R3,2023,1,296,1399.8676,Lentil,,,,,,1731.2,35.3324
STREATHAM_S2.2_P4123_R3,2024,2,240,836.633,Lentil,,,,,,1711.693548,635.0605482
STREATHAM_S2.4_P4123_R2,2023,1,296,1442.3676,Lentil,,,,,,2019.84,281.4724
STREATHAM_S2.4_P4123_R2,2024,2,240,836.633,Lentil,,,,,,1963.636363,887.0033634
STREATHAM_S12_P0000_R7,2023,1,296,1399.8676,Lentil,,,,,,1617.6,-78.2676
STREATHAM_S12_P0000_R6,2023,1,296,1399.8676,Lentil,,,,,,1556.8,-139.0676
STREATHAM_S9.2_P2121_R3,2023,1,296,1399.8676,Lentil,,,,,,1301.12,-394.7476
STREATHAM_S9.2_P2121_R3,2024,2,215.5,725.0014067,Lentil,,,,,,0,-940.5014067
STREATHAM_S2.2_P1234_R2,2023,1,292.5,1266.35,Lentil,,,,,,1380.78,-178.07
STREATHAM_S2.2_P1234_R2,2024,2,248.5,910.4324656,Lentil,,,,,,2434.567901,1275.635435
STREATHAM_S7_P4123_R3,2023,1,296,1399.8676,Lentil,,,,,,1510.08,-185.7876
STREATHAM_S7_P4123_R3,2024,2,185,611,Lentil,,,,,,0,-796
STREATHAM_S2.4_P1234_R3,2023,1,292.5,1266.35,Lentil,,,,,,1210.68,-348.17
STREATHAM_S2.4_P1234_R3,2024,2,248.5,916.3794221,Lentil,,,,,,2604.614696,1439.735274
STREATHAM_S2.3_P4123_R3,2023,1,296,1414.8676,Lentil,,,,,,1862.08,151.2124
STREATHAM_S2.3_P4123_R3,2024,2,273,932.066,Lentil,,,,,,1639.112903,434.0469031
STREATHAM_S1.4_P2121_R1,2023,1,296,1442.3676,Lentil,,,,,,1756.48,18.1124
STREATHAM_S1.4_P2121_R1,2024,2,248.5,903.0347554,Lentil,,,,,,0,-1151.534755
STREATHAM_S9.3_P2121_R1,2023,1,296,1399.8676,Lentil,,,,,,1848.96,153.0924
STREATHAM_S9.3_P2121_R1,2024,2,215.5,767.4003496,Lentil,,,,,,1780.691358,797.7910083
STREATHAM_S2.3_P3412_R2,2023,1,296,1414.8676,Lentil,,,,,,1504,-206.8676
STREATHAM_S2.3_P3412_R2,2024,2,259.5,1015.904979,Lentil,,,,,,1301.010101,25.6051225
STREATHAM_S6.1_P3123_R2,2023,1,296,1399.8676,Lentil,,,,,,1667.84,-28.0276
STREATHAM_S6.1_P3123_R2,2024,2,218,646.475,Lentil,,,,,,0,-864.475
STREATHAM_S13_P0000_R9,2023,1,226.5,961.9,Lentil,,,,,,0,-1188.4
STREATHAM_S2.2_P1234_R1,2023,1,292.5,1266.35,Lentil,,,,,,1274.94,-283.91
STREATHAM_S2.2_P1234_R1,2024,2,248.5,910.4324656,Lentil,,,,,,2567.901235,1408.968769
STREATHAM_S2.1_P1234_R2,2023,1,292.5,1266.35,Lentil,,,,,,1185.84,-373.01
STREATHAM_S2.1_P1234_R2,2024,2,248.5,825.0279638,Lentil,,,,,,2311.111111,1237.583147
STREATHAM_S1.2_P1212_R3,2023,1,307,1275.4,Lentil,,,,,,3341.36,1758.96
STREATHAM_S1.2_P1212_R3,2024,2,240,861.0076,Lentil,,,,,,830.6451613,-270.3624387
STREATHAM_S1.4_P1212_R2,2023,1,307,1315.4,Lentil,,,,,,378.4,-1244
STREATHAM_S1.4_P1212_R2,2024,2,248.5,1106.626674,Lentil,,,,,,826.0381594,-529.0885149
STREATHAM_S3_P2341_R1,2023,1,296,1399.8676,Lentil,,,,,,1833.28,137.4124
STREATHAM_S3_P2341_R1,2024,2,215.5,798.0360163,Lentil,,,,,,3259.25926,2245.723243
STREATHAM_S3_P1234_R2,2023,1,292.5,1266.35,Lentil,,,,,,1124.82,-434.03
STREATHAM_S3_P1234_R2,2024,2,215.5,867.2489583,Lentil,,,,,,1161.840628,79.09167015
STREATHAM_S10_P2121_R1,2023,1,257,1090.88,Lentil,,,,,,919.36,-428.52
STREATHAM_S10_P2121_R1,2024,2,215.5,819.9151902,Lentil,,,,,,1559.08642,523.6712294
STREATHAM_S11_P0000_R4,2023,1,292.5,1225.4225,Lentil,,,,,,1567.26,49.3375
STREATHAM_S8_P1231_R1,2023,1,248.5,994.926,Lentil,,,,,,0,-1243.426
STREATHAM_S8_P1231_R1,2024,2,215.5,767.2763931,Lentil,,,,,,2730.864198,1748.087804
STREATHAM_S1.2_P2121_R2,2023,1,296,1399.8676,Lentil,,,,,,1939.84,243.9724
STREATHAM_S1.2_P2121_R2,2024,2,240,736.39,Lentil,,,,,,2609.876543,1633.486543
STREATHAM_S13_P0000_R3,2023,1,226.5,1137.9,Lentil,,,,,,0,-1364.4
STREATHAM_S13_P0000_R3,2024,2,185,1833,Lentil,,,,,,0,-2018
STREATHAM_S7_P3412_R2,2023,1,307,1275.4,Lentil,,,,,,4070,2487.6
STREATHAM_S7_P3412_R2,2024,2,215.5,879.5862047,Lentil,,,,,,871.8294051,-223.2567996
STREATHAM_S2.4_P1234_R2,2023,1,292.5,1266.35,Lentil,,,,,,1542.24,-16.61
STREATHAM_S2.4_P1234_R2,2024,2,248.5,916.3794221,Lentil,,,,,,2735.802469,1570.923047
STREATHAM_S5_P1231_R3,2023,1,307,1275.4,Lentil,,,,,,4113.12,2530.72
STREATHAM_S5_P1231_R3,2024,2,215.5,855.0121467,Lentil,,,,,,999.1039427,-71.40820402
STREATHAM_S2.1_P3412_R3,2023,1,296,1352.3676,Lentil,,,,,,1560.64,-87.7276
STREATHAM_S2.1_P3412_R3,2024,2,259.5,1084.72681,Lentil,,,,,,1165.770609,-178.4562009
STREATHAM_S6.2_P2312_R1,2023,1,307,1275.4,Lentil,,,,,,3827.12,2244.72
STREATHAM_S6.2_P2312_R1,2024,2,215.5,889.1400598,Lentil,,,,,,927.4971942,-177.1428655
STREATHAM_S2.3_P2341_R2,2023,1,279,1185.4,Lentil,,,,,,3565.76,2101.36
STREATHAM_S2.3_P2341_R2,2024,2,248.5,1078.392776,Lentil,,,,,,891.5824915,-435.3102842
STREATHAM_S2.3_P1234_R3,2023,1,270.5,1200.1525,Lentil,,,,,,1586.52,115.8675
STREATHAM_S2.3_P1234_R3,2023,2,281.5,1000.508277,Lentil,,,,,,2616.935484,1334.927207
STREATHAM_S1.1_P2121_R2,2023,1,296,1352.3676,Lentil,,,,,,1760,111.6324
STREATHAM_S1.1_P2121_R2,2024,2,248.5,852.0550362,Lentil,,,,,,2876.54321,1775.988174
STREATHAM_S1.3_P2121_R2,2023,1,296,1414.8676,Lentil,,,,,,1316.16,-394.7076
STREATHAM_S1.3_P2121_R2,2024,2,262,811.545,Lentil,,,,,,2162.962963,1089.417963
STREATHAM_S13_P0000_R1,2023,1,226.5,961.9,Lentil,,,,,,0,-1188.4
STREATHAM_S13_P0000_R1,2024,2,185,1833,Lentil,,,,,,0,-2018
STREATHAM_S3_P1234_R3,2023,1,292.5,1266.35,Lentil,,,,,,1589.76,30.91
STREATHAM_S3_P1234_R3,2024,2,215.5,867.2489583,Lentil,,,,,,1455.197132,372.4481741
STREATHAM_S10_P2121_R3,2023,1,257,1090.88,Lentil,,,,,,1113.28,-234.6
STREATHAM_S10_P2121_R3,2024,2,215.5,819.9151902,Lentil,,,,,,1402.838822,367.4236315
STREATHAM_S11_P0000_R7,2023,1,292.5,1225.4225,Lentil,,,,,,1432.86,-85.0625
STREATHAM_S9.2_P2121_R2,2023,1,296,1399.8676,Lentil,,,,,,1560,-135.8676
STREATHAM_S9.2_P2121_R2,2024,2,215.5,725.0014067,Lentil,,,,,,2056.851852,1116.350445
STREATHAM_S6.1_P3123_R3,2023,1,296,1399.8676,Lentil,,,,,,1845.44,149.5724
STREATHAM_S6.1_P3123_R3,2024,2,218,646.475,Lentil,,,,,,0,-864.475
STREATHAM_S10_P2121_R2,2023,1,257,1090.88,Lentil,,,,,,1151.36,-196.52
STREATHAM_S10_P2121_R2,2024,2,215.5,819.9151902,Lentil,,,,,,1598.567901,563.1527109
STREATHAM_S7_P3412_R3,2023,1,307,1275.4,Lentil,,,,,,3644.08,2061.68
STREATHAM_S7_P3412_R3,2024,2,215.5,879.5862047,Lentil,,,,,,976.7025091,-118.3836956
STREATHAM_S2.2_P4123_R1,2023,1,296,1399.8676,Lentil,,,,,,1827.84,131.9724
STREATHAM_S2.2_P4123_R1,2024,2,240,836.633,Lentil,,,,,,1657.575757,580.9427574
STREATHAM_S9.1_P2121_R3,2023,1,296,1399.8676,Lentil,,,,,,1607.36,-88.5076
STREATHAM_S9.1_P2121_R3,2024,2,207,654.1,Lentil,,,,,,2594.758065,1733.658065
STREATHAM_S7_P2341_R3,2023,1,226.5,961.9,Lentil,,,,,,0,-1188.4
STREATHAM_S7_P2341_R3,2024,2,215.5,815.4328279,Lentil,,,,,,1554.883512,523.9506843
STREATHAM_S13_P0000_R5,2023,1,226.5,961.9,Lentil,,,,,,0,-1188.4
STREATHAM_S2.4_P1234_R1,2023,1,292.5,1266.35,Lentil,,,,,,1340.82,-218.03
STREATHAM_S2.4_P1234_R1,2024,2,248.5,916.3794221,Lentil,,,,,,2587.654321,1422.774899
STREATHAM_S2.3_P3412_R3,2023,1,296,1414.8676,Lentil,,,,,,1574.4,-136.4676
STREATHAM_S2.3_P3412_R3,2024,2,259.5,1015.904979,Lentil,,,,,,1167.562724,-107.8422545
STREATHAM_S2.4_P2341_R1,2023,1,307,1315.4,Lentil,,,,,,3957.36,2334.96
STREATHAM_S2.4_P2341_R1,2024,2,259.5,1141.533834,Lentil,,,,,,1036.13917,-364.8946641
STREATHAM_S1.2_P1212_R1,2023,1,307,1275.4,Lentil,,,,,,3839.44,2257.04
STREATHAM_S1.2_P1212_R1,2024,2,240,861.0076,Lentil,,,,,,1051.402918,-49.60468192
STREATHAM_S8_P2312_R2,2023,1,307,1275.4,Lentil,,,,,,3954.72,2372.32
STREATHAM_S8_P2312_R2,2024,2,215.5,889.8746395,Lentil,,,,,,905.050505,-200.3241345
STREATHAM_S9.2_P1212_R3,2023,1,276.5,1123.95,Lentil,,,,,,0,-1400.45
STREATHAM_S9.2_P1212_R3,2024,2,215.5,877.9735091,Lentil,,,,,,946.236559,-147.23695
STREATHAM_S1.2_P1212_R2,2023,1,307,1275.4,Lentil,,,,,,3791.04,2208.64
STREATHAM_S1.2_P1212_R2,2024,2,240,861.0076,Lentil,,,,,,867.3400672,-233.6675328
STREATHAM_S2.3_P1234_R2,2023,1,270.5,1200.1525,Lentil,,,,,,1016.28,-454.3725
STREATHAM_S2.3_P1234_R2,2023,2,281.5,1000.508277,Lentil,,,,,,2239.506173,957.4978955
STREATHAM_S9.1_P1212_R3,2023,1,259.5,1073.95,Lentil,,,,,,4224,2890.55
STREATHAM_S9.1_P1212_R3,2024,2,215.5,876.8992772,Lentil,,,,,,1013.44086,-78.95841701
STREATHAM_S2.1_P4123_R2,2023,1,296,1352.3676,Lentil,,,,,,1444.48,-203.8876
STREATHAM_S2.1_P4123_R2,2024,2,240,836.633,Lentil,,,,,,1527.272727,450.6397271
STREATHAM_S2.1_P3412_R2,2023,1,296,1352.3676,Lentil,,,,,,1817.92,169.5524
STREATHAM_S2.1_P3412_R2,2024,2,259.5,1084.72681,Lentil,,,,,,1454.545454,110.3186443
STREATHAM_S2.2_P3412_R2,2023,1,296,1399.8676,Lentil,,,,,,1783.36,87.4924
STREATHAM_S2.2_P3412_R2,2024,2,259.5,1105.459312,Lentil,,,,,,934.6801347,-430.2791772
STREATHAM_S12_P0000_R2,2023,1,296,1399.8676,Lentil,,,,,,1632.64,-63.2276
STREATHAM_S2.1_P1234_R1,2023,1,292.5,1266.35,Lentil,,,,,,1370.52,-188.33
STREATHAM_S2.1_P1234_R1,2024,2,248.5,825.0279638,Lentil,,,,,,2725.925926,1652.397962
STREATHAM_S9.1_P2121_R1,2023,1,296,1399.8676,Lentil,,,,,,1985.28,289.4124
STREATHAM_S9.1_P2121_R1,2024,2,207,654.1,Lentil,,,,,,1830.407408,969.3074077
STREATHAM_S2.4_P3412_R1,2023,1,296,1442.3676,Lentil,,,,,,1784.32,45.9524
STREATHAM_S2.4_P3412_R1,2024,2,259.5,1111.908935,Lentil,,,,,,685.9708192,-685.4381159
HART_S6_P1234_R2,2023,1,204.5,222.5193,Lentil,,,,,,1012.5,585.4807
HART_S6_P1234_R2,2024,2,210.5,235.516,Lentil,,,,,,4.4,-441.616
HART_S4.2_P4123_R2,2023,1,202,235.75835,Lentil,,,,,,1007.75,569.99165
HART_S4.2_P4123_R2,2024,2,193.5,242.3244,Lentil,,,,,,538.5,102.6756
HART_S3_P3412_R3,2023,1,204.5,222.5193,Lentil,,,,,,1017,589.9807
HART_S3_P3412_R3,2024,2,202,155.8544,Lentil,,,,,,561.44,203.5856
HART_S1.3_P2312_R3,2023,1,202,259.75835,Lentil,,,,,,995.84,534.08165
HART_S1.3_P2312_R3,2024,2,202,230.8544,Lentil,,,,,,351.48,-81.3744
HART_S10.3_P1231_R2,2023,1,204.5,227.7693,Lentil,,,,,,1003.74,571.4707
HART_S10.3_P1231_R2,2024,2,202,232.1794759,Lentil,,,,,,282.56,-151.6194759
HART_S1.2_P2312_R1,2023,1,202,246.75835,Lentil,,,,,,1040,591.24165
HART_S1.2_P2312_R1,2024,2,202,180.7204495,Lentil,,,,,,75.98,-306.7404495
HART_S4.1_P3412_R3,2023,1,213,215.0018,Lentil,,,,,,616.88,188.8782
HART_S4.1_P3412_R3,2024,2,202,204.7580611,Lentil,,,,,,156.02,-250.7380611
HART_S1.1_P2312_R2,2023,1,202,246.75835,Lentil,,,,,,954.88,506.12165
HART_S1.1_P2312_R2,2024,2,202,205.8544,Lentil,,,,,,363.08,-44.7744
HART_S5_P0000_R2,2023,1,204.5,222.5193,Lentil,,,,,,1260,832.9807
HART_S5_P0000_R2,2024,2,193.5,238.4444,Lentil,,,,,,0,-431.9444
HART_S2.2_P0000_R3,2023,1,202,264.25835,Lentil,,,,,,1260.16,793.90165
HART_S2.2_P0000_R3,2024,2,202,182.4172712,Lentil,,,,,,323.408,-61.00927118
HART_S10.1_P1231_R1,2023,1,204.5,227.7693,Lentil,,,,,,947.1,514.8307
HART_S10.1_P1231_R1,2024,2,202,228.3950739,Lentil,,,,,,371.2,-59.19507387
HART_S7_P4123_R3,2023,1,202,235.75835,Lentil,,,,,,1099.68,661.92165
HART_S7_P4123_R3,2024,2,193.5,242.3244,Lentil,,,,,,506.25,70.4256
HART_S3_P4123_R3,2023,1,202,235.75835,Lentil,,,,,,1148.69,710.93165
HART_S3_P4123_R3,2024,2,193.5,242.3244,Lentil,,,,,,270,-165.8244
HART_S3_P1234_R1,2023,1,204.5,222.5193,Lentil,,,,,,1136.25,709.2307
HART_S3_P1234_R1,2024,2,202,216.2718824,Lentil,,,,,,578.24,159.9681176
HART_S3_P3412_R1,2023,1,204.5,222.5193,Lentil,,,,,,1205.25,778.2307
HART_S3_P3412_R1,2024,2,202,155.8544,Lentil,,,,,,746.17,388.3156
HART_S8_P3412_R3,2023,1,202,235.75835,Lentil,,,,,,1154.78,717.02165
HART_S8_P3412_R3,2024,2,202,256.6111731,Lentil,,,,,,431.36,-27.25117315
HART_S7_P2341_R3,2023,1,204.5,209.9862,Lentil,,,,,,790.152,375.6658
HART_S7_P2341_R3,2024,2,202,229.6281983,Lentil,,,,,,664.96,233.3318017
HART_S8_P3412_R1,2023,1,202,235.75835,Lentil,,,,,,1028.63,590.87165
HART_S8_P3412_R1,2024,2,202,256.6111731,Lentil,,,,,,545.92,87.30882685
HART_S10.2_P2312_R3,2023,1,202,218.75835,Lentil,,,,,,921.92,501.16165
HART_S10.2_P2312_R3,2024,2,202,181.9724503,Lentil,,,,,,498.8,114.8275497
HART_S9_P3412_R2,2023,1,202,246.75835,Lentil,,,,,,782.72,333.96165
HART_S9_P3412_R2,2024,2,202,220.6835143,Lentil,,,,,,394.11,-28.57351425
HART_S4.3_P3412_R3,2023,1,213,249.5018,Lentil,,,,,,495.44,32.9382
HART_S4.3_P3412_R3,2024,2,202,205.277914,Lentil,,,,,,93.09,-314.187914
HART_S4.3_P2341_R1,2023,1,202,259.75835,Lentil,,,,,,833.6,371.84165
HART_S4.3_P2341_R1,2024,2,210.5,274.071721,Lentil,,,,,,341.44,-143.131721
HART_S2.3_P0000_R3,2023,1,202,285.75835,Lentil,,,,,,1185.92,698.16165
HART_S2.3_P0000_R3,2024,2,202,182.7649921,Lentil,,,,,,350.523,-34.24199213
HART_S3_P2341_R1,2023,1,202,246.75835,Lentil,,,,,,997.44,548.68165
HART_S3_P2341_R1,2024,2,193.5,242.3244,Lentil,,,,,,543,107.1756
HART_S1.1_P1231_R1,2023,1,204.5,222.5193,Lentil,,,,,,1453.5,1026.4807
HART_S1.1_P1231_R1,2024,2,202,223.052,Lentil,,,,,,428.16,3.108
HART_S6_P4123_R3,2023,1,202,235.75835,Lentil,,,,,,1175.37,737.61165
HART_S6_P4123_R3,2024,2,193.5,242.3244,Lentil,,,,,,442.5,6.6756
HART_S7_P4123_R1,2023,1,202,235.75835,Lentil,,,,,,1300.07,862.31165
HART_S7_P4123_R1,2024,2,193.5,242.3244,Lentil,,,,,,423.75,-12.0744
